Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38829867,03/31/2018 02:12:00 PM,04/02/2018 07:16:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10019,446 WEST   58 STREET,WEST   58 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/02/2018 07:16:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
38827869,03/31/2018 11:31:00 AM,04/03/2018 01:10:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11415,83-57 118 STREET,118 STREET,83 AVE,CURZON RD,,,ADDRESS,Kew Gardens,,N/A,Closed,,04/03/2018 01:10:00 PM,09 QUEENS,QUEENS,1030160,196459,Unspecified,QUEENS,,,,,,,,40.7057922320402,-73.83441330302082,"(40.7057922320402, -73.83441330302082)"
38827846,03/31/2018 04:57:00 PM,04/04/2018 10:39:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11385,1855 MADISON STREET,MADISON STREET,ONDERDONK AVE,WOODWARD AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,04/04/2018 10:39:00 AM,05 QUEENS,QUEENS,1010577,195442,Unspecified,QUEENS,,,,,,,,40.703080743815505,-73.90504853155262,"(40.703080743815505, -73.90504853155262)"
38826382,03/31/2018 02:16:00 PM,04/02/2018 07:17:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10019,446 WEST   58 STREET,WEST   58 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/02/2018 07:17:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
38820208,03/30/2018 11:52:00 AM,04/03/2018 10:39:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11355,44-15 COLDEN STREET,COLDEN STREET,ELDER AVE,45 AVE,,,ADDRESS,Flushing,,N/A,Closed,,04/03/2018 10:39:00 AM,07 QUEENS,QUEENS,1033015,213138,Unspecified,QUEENS,,,,,,,,40.75155664830534,-73.8239951376963,"(40.75155664830534, -73.8239951376963)"
38818695,03/30/2018 04:22:00 PM,04/02/2018 10:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11373,79-01 BROADWAY,BROADWAY,79 ST,BAXTER AVE,,,ADDRESS,Elmhurst,,N/A,Closed,,04/02/2018 10:00:00 AM,04 QUEENS,QUEENS,1015812,210508,Unspecified,QUEENS,,,,,,,,40.744416104299006,-73.88609724376178,"(40.744416104299006, -73.88609724376178)"
38812658,03/29/2018 11:00:00 AM,03/30/2018 07:17:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11361,40-17 203 STREET,203 STREET,DEAD END,42 AVE,,,ADDRESS,Bayside,,N/A,Closed,,03/30/2018 07:17:00 AM,11 QUEENS,QUEENS,1044671,216799,Unspecified,QUEENS,,,,,,,,40.76153316510956,-73.78189302802312,"(40.76153316510956, -73.78189302802312)"
38749740,03/21/2018 10:51:00 AM,03/22/2018 09:25:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11221,946 BUSHWICK AVENUE,BUSHWICK AVENUE,BLEECKER ST,MENAHAN ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/22/2018 09:25:00 AM,04 BROOKLYN,BROOKLYN,1005465,191590,Unspecified,BROOKLYN,,,,,,,,40.692521637620324,-73.92349769239121,"(40.692521637620324, -73.92349769239121)"
38747147,03/21/2018 01:55:00 AM,04/05/2018 01:02:00 PM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11219,1361 65 STREET,65 STREET,13 AVE,14 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/05/2018 01:02:00 PM,10 BROOKLYN,BROOKLYN,984183,167061,Unspecified,BROOKLYN,,,,,,,,40.62522035755737,-74.00024136155629,"(40.62522035755737, -74.00024136155629)"
38746233,03/21/2018 04:03:00 PM,04/05/2018 01:01:00 PM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11357,154-15 POWELLS COVE BOULEVARD,POWELLS COVE BOULEVARD,154 PL,157 ST,,,ADDRESS,Whitestone,,N/A,Closed,,04/05/2018 01:01:00 PM,07 QUEENS,QUEENS,1037952,228857,Unspecified,QUEENS,,,,,,,,40.794672478670996,-73.80605073352316,"(40.794672478670996, -73.80605073352316)"
38742812,03/20/2018 01:11:00 PM,03/21/2018 09:05:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10039,720 LENOX AVENUE,LENOX AVENUE,W 146 ST,W 147 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,03/21/2018 09:05:00 AM,10 MANHATTAN,MANHATTAN,1002057,238468,Unspecified,MANHATTAN,,,,,,,,40.821197243330026,-73.93566294199654,"(40.821197243330026, -73.93566294199654)"
38741859,03/17/2018 11:40:00 PM,04/06/2018 09:28:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11385,68-07 FOREST AVENUE,FOREST AVENUE,68 AVE,68 RD,,,ADDRESS,Ridgewood,,N/A,Closed,,04/06/2018 09:28:00 AM,05 QUEENS,QUEENS,1011590,195564,Unspecified,QUEENS,,,,,,,,40.70341253309268,-73.90139453384607,"(40.70341253309268, -73.90139453384607)"
38740080,03/19/2018 12:24:00 AM,04/06/2018 09:12:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11217,449 PACIFIC STREET,PACIFIC STREET,BOND ST,NEVINS ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/06/2018 09:12:00 AM,02 BROOKLYN,BROOKLYN,988836,189061,Unspecified,BROOKLYN,,,,,,,,40.685604353374636,-73.98346438153149,"(40.685604353374636, -73.98346438153149)"
38737704,03/19/2018 12:53:00 PM,03/21/2018 11:20:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11230,1250 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/21/2018 11:20:00 AM,12 BROOKLYN,BROOKLYN,992760,164504,Unspecified,BROOKLYN,,,,,,,,40.61819783943372,-73.96934670456503,"(40.61819783943372, -73.96934670456503)"
38736911,03/20/2018 08:40:00 PM,04/06/2018 09:28:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11234,2232 EAST   69 STREET,EAST   69 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/06/2018 09:28:00 AM,18 BROOKLYN,BROOKLYN,1010230,163944,Unspecified,BROOKLYN,,,,,,,,40.616626753040634,-73.90642138578364,"(40.616626753040634, -73.90642138578364)"
38731904,03/19/2018 11:47:00 AM,03/20/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10303,181 MORNINGSTAR ROAD,MORNINGSTAR ROAD,INNIS ST,KALVER PL,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,03/20/2018 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,943686,170135,Unspecified,STATEN ISLAND,,,,,,,,40.633564960428316,-74.1461465513678,"(40.633564960428316, -74.1461465513678)"
38727601,03/19/2018 06:02:00 AM,03/19/2018 07:09:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10029,441 EAST  116 STREET,EAST  116 STREET,1 AVE,PLEASANT AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,03/19/2018 07:09:00 AM,11 MANHATTAN,MANHATTAN,1002528,229074,Unspecified,MANHATTAN,,,,,,,,40.7954123581447,-73.93398678762051,"(40.7954123581447, -73.93398678762051)"
38712368,03/16/2018 11:51:00 AM,03/19/2018 09:29:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11412,118-31 201 STREET,201 STREET,118 AVE,119 AVE,,,ADDRESS,Saint Albans,,N/A,Closed,,03/19/2018 09:29:00 AM,12 QUEENS,QUEENS,1053325,191848,Unspecified,QUEENS,,,,,,,,40.69298565104558,-73.75091019920262,"(40.69298565104558, -73.75091019920262)"
38708479,03/11/2018 11:08:00 AM,03/28/2018 09:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11211,228 SOUTH    3 STREET,SOUTH    3 STREET,ROEBLING ST,HAVEMEYER ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/28/2018 09:00:00 AM,01 BROOKLYN,BROOKLYN,995717,198348,Unspecified,BROOKLYN,,,,,,,,40.71108876069082,-73.95863793354077,"(40.71108876069082, -73.95863793354077)"
38707675,03/16/2018 10:12:00 AM,03/28/2018 09:02:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10003,336 EAST   18 STREET,EAST   18 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,03/28/2018 09:02:00 AM,06 MANHATTAN,MANHATTAN,989195,206847,Unspecified,MANHATTAN,,,,,,,,40.73442250806371,-73.98215688173131,"(40.73442250806371, -73.98215688173131)"
38705785,03/12/2018 05:00:00 PM,03/28/2018 09:00:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10026,1858 7 AVENUE,7 AVENUE,W 112 ST,W 113 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,03/28/2018 09:00:00 AM,10 MANHATTAN,MANHATTAN,996947,231114,Unspecified,MANHATTAN,,,,,,,,40.80102138340296,-73.95413938378573,"(40.80102138340296, -73.95413938378573)"
38705783,03/16/2018 10:58:00 PM,04/06/2018 09:10:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10310,19 ALPINE COURT,ALPINE COURT,BROOKSIDE AVE,MANOR RD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/06/2018 09:10:00 AM,01 STATEN ISLAND,STATEN ISLAND,950165,166659,Unspecified,STATEN ISLAND,,,,,,,,40.62405138261137,-74.12278607841871,"(40.62405138261137, -74.12278607841871)"
38699575,03/15/2018 07:29:00 PM,03/16/2018 09:20:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11375,113-35 UNION TURNPIKE,UNION TURNPIKE,75 RD,KESSEL ST,,,ADDRESS,Forest Hills,,N/A,Closed,,03/16/2018 09:20:00 AM,06 QUEENS,QUEENS,1028155,197929,Unspecified,QUEENS,,,,,,,,40.70983720360036,-73.84163527054599,"(40.70983720360036, -73.84163527054599)"
38698465,03/15/2018 07:44:00 PM,03/16/2018 09:12:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11214,1818 79 STREET,79 STREET,18 AVE,19 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/16/2018 09:12:00 AM,11 BROOKLYN,BROOKLYN,984887,161774,Unspecified,BROOKLYN,,,,,,,,40.610708617470245,-73.99770576283774,"(40.610708617470245, -73.99770576283774)"
38696272,03/15/2018 07:29:00 PM,03/16/2018 09:36:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11379,63-21 ELIOT AVENUE,ELIOT AVENUE,63 ST,64 ST,,,ADDRESS,Middle Village,,N/A,Closed,,03/16/2018 09:36:00 AM,05 QUEENS,QUEENS,1012228,200022,Unspecified,QUEENS,,,,,,,,40.71564668388939,-73.89907497652085,"(40.71564668388939, -73.89907497652085)"
38691256,03/14/2018 03:23:00 PM,03/15/2018 09:31:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11214,106 27 AVENUE,27 AVENUE,BATH AVE,HARWAY AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/15/2018 09:31:00 AM,13 BROOKLYN,BROOKLYN,987870,154691,Unspecified,BROOKLYN,,,,,,,,40.59126650329933,-73.98696590184542,"(40.59126650329933, -73.98696590184542)"
38691242,03/14/2018 08:22:00 PM,03/15/2018 07:10:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10306,1345 NORTH RAILROAD AVENUE,NORTH RAILROAD AVENUE,BURBANK AVE,STEELE AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,03/15/2018 07:10:00 AM,02 STATEN ISLAND,STATEN ISLAND,952246,148879,Unspecified,STATEN ISLAND,,,,,,,,40.57525668937785,-74.11520536193068,"(40.57525668937785, -74.11520536193068)"
38683194,03/12/2018 11:25:00 AM,04/04/2018 12:56:00 PM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11208,1000 LINWOOD STREET,LINWOOD STREET,STANLEY AVE,WORTMAN AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/04/2018 12:56:00 PM,05 BROOKLYN,BROOKLYN,1018510,180229,Unspecified,BROOKLYN,,,,,,,,40.66129740437,-73.87651459994376,"(40.66129740437, -73.87651459994376)"
38682608,03/13/2018 11:30:00 AM,03/28/2018 09:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11210,572 EAST   32 STREET,EAST   32 STREET,FARRAGUT PL,FARRAGUT RD,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/28/2018 09:00:00 AM,17 BROOKLYN,BROOKLYN,999192,171265,Unspecified,BROOKLYN,,,,,,,,40.63674684625061,-73.94616346960466,"(40.63674684625061, -73.94616346960466)"
38681469,03/13/2018 12:46:00 PM,03/14/2018 09:23:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11411,115-42 222 STREET,222 STREET,115 AVE,115 RD,,,ADDRESS,Cambria Heights,,N/A,Closed,,03/14/2018 09:23:00 AM,13 QUEENS,QUEENS,1057357,193886,Unspecified,QUEENS,,,,,,,,40.6985470744629,-73.73634846062076,"(40.6985470744629, -73.73634846062076)"
38650372,03/09/2018 01:46:00 PM,03/12/2018 01:03:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11238,44 BUTLER PLACE,BUTLER PLACE,PLAZA ST E,STERLING PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/12/2018 01:03:00 PM,08 BROOKLYN,BROOKLYN,993144,185294,Unspecified,BROOKLYN,,,,,,,,40.675261513482866,-73.96793611306818,"(40.675261513482866, -73.96793611306818)"
38645879,03/08/2018 02:05:00 PM,03/28/2018 08:59:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11209,7602 6 AVENUE,6 AVENUE,76 ST,77 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/28/2018 08:59:00 AM,10 BROOKLYN,BROOKLYN,978516,167768,Unspecified,BROOKLYN,,,,,,,,40.62715906866598,-74.02065682654357,"(40.62715906866598, -74.02065682654357)"
38644767,03/08/2018 12:05:00 PM,03/13/2018 10:08:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11233,1634 ST MARKS AVENUE,ST MARKS AVENUE,THOMAS S BOYLAND ST,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/13/2018 10:08:00 AM,16 BROOKLYN,BROOKLYN,1008483,184537,Unspecified,BROOKLYN,,,,,,,,40.673155019568576,-73.91264001096313,"(40.673155019568576, -73.91264001096313)"
38644563,03/08/2018 01:10:00 PM,04/04/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10453,1800 DAVIDSON AVENUE,DAVIDSON AVENUE,W 176 ST,W 177 ST,,,ADDRESS,BRONX,,N/A,Closed,,04/04/2018 12:00:00 AM,05 BRONX,BRONX,1008491,248698,Unspecified,BRONX,,,,,,,,40.84926030995202,-73.91237980995722,"(40.84926030995202, -73.91237980995722)"
38643715,03/08/2018 08:38:00 AM,03/09/2018 10:55:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,10035,26 EAST  129 STREET,EAST  129 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,03/09/2018 10:55:00 AM,11 MANHATTAN,MANHATTAN,1001034,233846,Unspecified,MANHATTAN,,,,,,,,40.8085131518091,-73.93937061914025,"(40.8085131518091, -73.93937061914025)"
38640439,03/08/2018 11:57:00 AM,04/04/2018 01:00:00 PM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11234,1718 EAST   38 STREET,EAST   38 STREET,QUENTIN RD,AVENUE R,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/04/2018 01:00:00 PM,18 BROOKLYN,BROOKLYN,1002335,163393,Unspecified,BROOKLYN,,,,,,,,40.615134004878136,-73.93486022990336,"(40.615134004878136, -73.93486022990336)"
38639011,03/06/2018 09:03:00 PM,03/09/2018 06:55:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11385,64-39 74 AVENUE,74 AVENUE,64 PL,64 LN,,,ADDRESS,Ridgewood,,N/A,Closed,,03/09/2018 06:55:00 AM,05 QUEENS,QUEENS,1014475,194463,Unspecified,QUEENS,,,,,,,,40.70038116436482,-73.89099433659494,"(40.70038116436482, -73.89099433659494)"
38638654,03/02/2018 01:23:00 PM,03/09/2018 08:55:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,10305,430 SEAVIEW AVENUE,SEAVIEW AVENUE,MASON AVE,NUGENT AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,03/09/2018 08:55:00 AM,02 STATEN ISLAND,STATEN ISLAND,959753,152279,Unspecified,STATEN ISLAND,,,,,,,,40.58461293461672,-74.08819462550083,"(40.58461293461672, -74.08819462550083)"
38638626,03/05/2018 04:51:00 PM,03/09/2018 08:26:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10463,2500 JOHNSON AVENUE,JOHNSON AVENUE,BEND,KAPPOCK ST,,,ADDRESS,BRONX,,N/A,Closed,,03/09/2018 08:26:00 AM,08 BRONX,BRONX,1006965,258862,Unspecified,BRONX,,,,,,,,40.87716146295538,-73.9178611535989,"(40.87716146295538, -73.9178611535989)"
38622648,03/06/2018 11:36:00 AM,04/04/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10002,124 MADISON STREET,MADISON STREET,MARKET ST,MECHANICS ALLY,,,ADDRESS,NEW YORK,,N/A,Closed,,04/04/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,985839,198790,Unspecified,MANHATTAN,,,,,,,,40.71230923368634,-73.99426828947114,"(40.71230923368634, -73.99426828947114)"
38620545,03/06/2018 12:39:00 PM,03/07/2018 08:42:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11209,342 74 STREET,74 STREET,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/07/2018 08:42:00 AM,10 BROOKLYN,BROOKLYN,976953,169480,Unspecified,BROOKLYN,,,,,,,,40.63185699780022,-74.02628940966822,"(40.63185699780022, -74.02628940966822)"
38618357,03/05/2018 04:57:00 PM,03/15/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11105,29-16 21 AVENUE,21 AVENUE,29 ST,31 ST,,,ADDRESS,Astoria,,N/A,Closed,,03/15/2018 12:00:00 AM,01 QUEENS,QUEENS,1009429,222877,Unspecified,QUEENS,,,,,,,,40.77838629067734,-73.90908623372393,"(40.77838629067734, -73.90908623372393)"
38615766,03/05/2018 08:10:00 PM,03/15/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,10002,153 LUDLOW STREET,LUDLOW STREET,RIVINGTON ST,STANTON ST,,,ADDRESS,NEW YORK,,N/A,Closed,,03/15/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,987587,201912,Unspecified,MANHATTAN,,,,,,,,40.7208778888654,-73.98796149957718,"(40.7208778888654, -73.98796149957718)"
38615539,03/05/2018 03:35:00 PM,03/06/2018 07:25:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10014,344 WEST   14 STREET,WEST   14 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,03/06/2018 07:25:00 AM,02 MANHATTAN,MANHATTAN,983152,209006,Unspecified,MANHATTAN,,,,,,,,40.740349743079356,-74.00396228243467,"(40.740349743079356, -74.00396228243467)"
38601706,03/03/2018 12:30:00 PM,03/19/2018 09:37:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10468,2761 UNIVERSITY AVENUE,UNIVERSITY AVENUE,W 195 ST,STRONG ST,,,ADDRESS,BRONX,,N/A,Closed,,03/19/2018 09:37:00 AM,08 BRONX,BRONX,1012018,256385,Unspecified,BRONX,,,,,,,,40.8703484127879,-73.89959947343245,"(40.8703484127879, -73.89959947343245)"
38600926,03/03/2018 11:36:00 AM,03/19/2018 09:39:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11432,90-16 155 STREET,155 STREET,GRACE CEMETERY BNDY,90 RD,,,ADDRESS,Jamaica,,N/A,Closed,,03/19/2018 09:39:00 AM,12 QUEENS,QUEENS,1039155,195810,Unspecified,QUEENS,,,,,,,,40.703959642046016,-73.80197582226717,"(40.703959642046016, -73.80197582226717)"
38599000,03/03/2018 11:17:00 AM,03/19/2018 09:38:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11432,90-18 GRACE COURT,GRACE COURT,90 AVE,90 RD,,,ADDRESS,Jamaica,,N/A,Closed,,03/19/2018 09:38:00 AM,12 QUEENS,QUEENS,1039156,195807,Unspecified,QUEENS,,,,,,,,40.703951401567345,-73.8019722400705,"(40.703951401567345, -73.8019722400705)"
38596914,03/03/2018 05:03:00 PM,03/19/2018 09:38:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,10460,1005 EAST  179 STREET,EAST  179 STREET,BRYANT AVE,BOSTON RD,,,ADDRESS,BRONX,,N/A,Closed,,03/19/2018 09:38:00 AM,06 BRONX,BRONX,1017449,246113,Unspecified,BRONX,,,,,,,,40.84213611351557,-73.8800135475539,"(40.84213611351557, -73.8800135475539)"
38596882,03/03/2018 06:59:00 AM,03/05/2018 08:44:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11232,185A 33 STREET,33 STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/05/2018 08:44:00 AM,07 BROOKLYN,BROOKLYN,983750,178083,Unspecified,BROOKLYN,,,,,,,,40.65547337300057,-74.00180202245843,"(40.65547337300057, -74.00180202245843)"
38595102,03/02/2018 10:25:00 AM,03/05/2018 09:31:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11358,42-35 159 STREET,159 STREET,SANFORD AVE,43 AVE,,,ADDRESS,Flushing,,N/A,Closed,,03/05/2018 09:31:00 AM,07 QUEENS,QUEENS,1037760,216250,Unspecified,QUEENS,,,,,,,,40.76007083392274,-73.80684455339423,"(40.76007083392274, -73.80684455339423)"
38595043,03/02/2018 01:44:00 PM,03/05/2018 08:43:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11232,185A 33 STREET,33 STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/05/2018 08:43:00 AM,07 BROOKLYN,BROOKLYN,983750,178083,Unspecified,BROOKLYN,,,,,,,,40.65547337300057,-74.00180202245843,"(40.65547337300057, -74.00180202245843)"
38592875,03/02/2018 12:25:00 PM,03/05/2018 08:57:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10029,1962 1 AVENUE,1 AVENUE,E 101 ST,E 102 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,03/05/2018 08:57:00 AM,11 MANHATTAN,MANHATTAN,1000227,225831,Unspecified,MANHATTAN,,,,,,,,40.786515657816174,-73.94230483976352,"(40.786515657816174, -73.94230483976352)"
38592794,03/01/2018 03:35:00 PM,03/05/2018 09:08:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10002,135 RIVINGTON STREET,RIVINGTON STREET,NORFOLK ST,SUFFOLK ST,,,ADDRESS,NEW YORK,,N/A,Closed,,03/05/2018 09:08:00 AM,03 MANHATTAN,MANHATTAN,988003,201409,Unspecified,MANHATTAN,,,,,,,,40.71949710837825,-73.98646102604197,"(40.71949710837825, -73.98646102604197)"
38591566,03/02/2018 11:42:00 AM,03/19/2018 09:39:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,10024,595 WEST END AVENUE,WEST END AVENUE,W 88 ST,W 89 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,03/19/2018 09:39:00 AM,07 MANHATTAN,MANHATTAN,990732,227328,Unspecified,MANHATTAN,,,,,,,,40.79063658576698,-73.97659115261742,"(40.79063658576698, -73.97659115261742)"
38589107,03/02/2018 12:03:00 PM,04/04/2018 12:57:00 PM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11236,1066 EAST   92 STREET,EAST   92 STREET,BAY VIEW PL,SCHOOL LN,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/04/2018 12:57:00 PM,18 BROOKLYN,BROOKLYN,1010031,173631,Unspecified,BROOKLYN,,,,,,,,40.64321608978036,-73.90710116912328,"(40.64321608978036, -73.90710116912328)"
38587461,03/01/2018 03:49:00 PM,03/28/2018 08:53:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11205,166 HALL STREET,HALL STREET,MYRTLE AVE,WILLOUGHBY AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,03/28/2018 08:53:00 AM,02 BROOKLYN,BROOKLYN,993732,191716,Unspecified,BROOKLYN,,,,,,,,40.69288782648145,-73.96580726886941,"(40.69288782648145, -73.96580726886941)"
